ServerSubCategory,FriendlyName,modernisation_candidate,modernisation_treatment,default_flag,modernisation_strategy,modernisation_complexity,applicable_treatment,complexity_score,migration_goal_category,combo_flag,light_modernisation_id,modernisation_focused_id,key_benefits,modernisation_candidate_description,modernisation_candidate_logo
CodeMeter,CodeMeter,Azure Licensing Portal,CodeMeter-to-Azure Licensing Portal,0,PaaS,Medium,Replace,3,,1,,,Centralized key management and licensing for software protection.,Portal for managing Azure subscriptions and licenses; part of Azure billing and cost management.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cofense Reporter,Cofense Reporter,Microsoft Defender for Office 365,Cofense Reporter-to-Microsoft Defender for Office 365,1,PaaS,Easy,Replace,2,security_importance,0,300,301,Phishing protection and reporting integrated with Microsoft 365.,"Email and collaboration security service protecting against phishing, malware and zero-day threats.",https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Cofense Reporter,Cofense Reporter,Microsoft Defender for Cloud,Cofense Reporter-to-Microsoft Defender for Cloud,0,PaaS,Medium,Replace,3,,0,,,Managed firewall and threat detection for network security and traffic monitoring.,Unified posture management and workload protection platform across Azure and other clouds.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Cognos,Cognos,Power BI Service,Cognos-to-Power BI Service,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Advanced business analytics and reporting with real-time dashboards.,"Cloud-based business analytics service to build dashboards and reports, share insights and collaborate.",
Cohesity DataProtect,Cohesity DataProtect,Azure Backup,Cohesity DataProtect-to-Azure Backup,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Scalable cloud backup and disaster recovery solution with integrated management tools.,"Backup‑as‑a‑service offering for protecting data in Azure VMs, on‑premises servers and Azure file shares.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cohesity DataProtect,Cohesity DataProtect,Azure Site Recovery,Cohesity DataProtect-to-Azure Site Recovery,0,PaaS,Medium,Replace,3,,1,,,Scalable cloud backup and disaster recovery solution with integrated management tools.,Business continuity and disaster recovery service for replicating and restoring workloads to Azure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Commvault,Commvault,Azure Backup,Commvault-to-Azure Backup,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Fully managed backup and disaster recovery solution with support for on-premises and cloud workloads.,"Backup‑as‑a‑service offering for protecting data in Azure VMs, on‑premises servers and Azure file shares.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Concerto,Concerto,Azure Logic Apps,Concerto-to-Azure Logic Apps,1,PaaS,Hard,Replatform/Refactor,4,,0,,,Managed workflow and integration service for data orchestration.,Cloud service for building automated workflows and integrations using connectors without writing code.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Concerto,Concerto,Azure Data Factory,Concerto-to-Azure Data Factory,0,PaaS,Hard,Replatform/Refactor,4,,0,,,"Fully managed ETL (Extract, Transform, Load) service with data integration from various sources.",Cloud data integration service for orchestrating ETL and ELT workflows at scale.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Confluence,Confluence,Azure DevOps Wiki,Confluence-to-Azure DevOps Wiki,1,PaaS,Medium,Replatform/Refactor,3,web_approach,0,304,305,Integrate IT service management workflows and CI/CD pipelines for cloud-native environments.,Documentation and collaboration platform integrated with Azure DevOps for wikis and project docs.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Confluence,Confluence,Azure Static Web Apps,Confluence-to-Azure Static Web Apps,0,PaaS,Medium,Replatform/Refactor,3,,0,,,GitHub and Azure DevOps integration that allows repository changes to trigger builds and deployments.,Service to build and deploy full‑stack web apps with static frontends and serverless APIs.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ConnectWise Automate,ConnectWise Automate,Azure DevOps,ConnectWise Automate-to-Azure DevOps,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Integrate IT service management workflows and CI/CD pipelines for cloud-native environments.,"Cloud DevOps toolchain for planning, development, CI/CD and collaboration.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ConnectWise Automate,ConnectWise Automate,Azure Monitor,ConnectWise Automate-to-Azure Monitor,0,PaaS,Medium,Replace,3,,1,,,"Cloud-native IT management, monitoring, and patching for infrastructure and devices.",Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ConnectWise Automate,ConnectWise Automate,Microsoft Intune,ConnectWise Automate-to-Microsoft Intune,0,PaaS,Medium,Replace,3,,1,,,"Cloud-native IT management, monitoring, and patching for infrastructure and devices.","Cloud-based endpoint management solution for managing mobile devices, apps and OS updates.",
ConnectWise Control,ConnectWise Control,Azure Virtual Desktop,ConnectWise Control-to-Azure Virtual Desktop,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Cloud-based desktop and app virtualization service; integrates with Microsoft 365 and other Azure services.,Virtual desktop infrastructure service for delivering remote desktops and apps from Azure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ConnectWise Control,ConnectWise Control,Azure Bastion,ConnectWise Control-to-Azure Bastion,0,PaaS,Medium,Replace,3,,1,,,Secure remote support and access with Azure-based infrastructure.,Managed service providing secure RDP and SSH connectivity to your VMs without exposing them publicly.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ControlUp,ControlUp,Azure Monitor,ControlUp-to-Azure Monitor,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,"Automated monitoring, troubleshooting, and alerting for IT systems.",Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
ControlUp,ControlUp,Azure Automation,ControlUp-to-Azure Automation,0,PaaS,Medium,Replace,3,,1,,,"Automated monitoring, troubleshooting, and alerting for IT systems.","Process automation and configuration management service for orchestrating tasks, updates and state management.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
COZYROC SSIS+,COZYROC SSIS+,Azure Data Factory,COZYROC SSIS+-to-Azure Data Factory,1,PaaS,Medium,Replatform/Refactor,3,web_approach,1,304,305,Azure-native ETL orchestration with full support for SSIS packages and connectors.,Cloud data integration service for orchestrating ETL and ELT workflows at scale.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
COZYROC SSIS+,COZYROC SSIS+,SSIS Integration Runtime,COZYROC SSIS+-to-SSIS Integration Runtime,0,PaaS,Medium,Replatform/Refactor,3,,1,,,Azure-native ETL orchestration with full support for SSIS packages and connectors.,Cloud-based execution environment in Azure Data Factory for running SQL Server Integration Services packages.,
Crestron Fusion,Crestron Fusion,Azure Monitor,Crestron Fusion-to-Azure Monitor,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Unified monitoring and logging for infrastructure and applications.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Crestron Fusion,Crestron Fusion,Microsoft Teams Rooms,Crestron Fusion-to-Microsoft Teams Rooms,0,PaaS,Medium,Replace,3,,1,,,"Advanced room management, integrating with Teams Rooms and Azure IoT for remote monitoring.",Integrated hardware and software solution for video conferencing in meeting rooms using Teams.,
Crestron Fusion,Crestron Fusion,Azure IoT Hub,Crestron Fusion-to-Azure IoT Hub,0,PaaS,Medium,Replace,3,,1,,,"Advanced room management, integrating with Teams Rooms and Azure IoT for remote monitoring.",Managed service for bi‑directional communication between IoT devices and the cloud.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Crestron Fusion,Crestron Fusion,Azure IoT Central,Crestron Fusion-to-Azure IoT Central,0,PaaS,Hard,Replace,4,,0,,,IoT-based centralized device monitoring and automation management.,Fully managed IoT app platform that simplifies building and managing IoT solutions.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CrowdStrike Falcon,CrowdStrike Falcon,Azure Defender for Endpoint,CrowdStrike Falcon-to-Azure Defender for Endpoint,1,PaaS,Easy,Replace,2,security_importance,0,300,301,"Advanced endpoint security, threat detection, and response.",Endpoint detection and response capabilities integrated with Microsoft Defender for Cloud to protect servers and devices.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CrowdStrike Falcon,CrowdStrike Falcon,Microsoft Defender for Storage,CrowdStrike Falcon-to-Microsoft Defender for Storage,0,PaaS,Medium,Replace,3,,0,,,"Prevents malicious file uploads, sensitive data exfiltration, and data corruption.",Threat detection and sensitive data monitoring for Azure Storage accounts.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
CrowdStrike Falcon,CrowdStrike Falcon,Microsoft Defender for SQL,CrowdStrike Falcon-to-Microsoft Defender for SQL,0,PaaS,Medium,Replace,3,,0,,,Discover and mitigate potential database vulnerabilities.,Threat protection for SQL databases on Azure and hybrid servers with vulnerability assessments.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
CrowdStrike Falcon,CrowdStrike Falcon,Microsoft Defender for Cloud,CrowdStrike Falcon-to-Microsoft Defender for Cloud,0,PaaS,Medium,Replace,3,,0,,,Managed firewall and threat detection for network security and traffic monitoring.,Unified posture management and workload protection platform across Azure and other clouds.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Crystal Reports,Crystal Reports,Power BI Service,Crystal Reports-to-Power BI Service,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Cloud-based reporting with interactive dashboards and visualizations.,"Cloud-based business analytics service to build dashboards and reports, share insights and collaborate.",
CSP Gateway,CSP Gateway,Azure API Management,CSP Gateway-to-Azure API Management,1,PaaS,Medium,Replatform/Refactor,3,,1,,,Secure API publishing and traffic distribution for scalable web services.,"Platform for creating, securing, publishing and monitoring APIs for internal and external consumers.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CSP Gateway,CSP Gateway,Azure Front Door,CSP Gateway-to-Azure Front Door,0,PaaS,Medium,Replatform/Refactor,3,,1,,,Secure API publishing and traffic distribution for scalable web services.,"Global scalable entry point providing high availability, performance acceleration and security for applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Application Access Manager,CyberArk Application Access Manager,Azure Privileged Identity Management,CyberArk Application Access Manager-to-Azure Privileged Identity Management,1,PaaS,Medium,Replace,3,security_importance,1,300,301,Secure privileged access management and credential storage for applications.,"Manage, control and monitor privileged access in Microsoft Entra ID with just‑in‑time workflows.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Application Access Manager,CyberArk Application Access Manager,Azure Key Vault,CyberArk Application Access Manager-to-Azure Key Vault,0,PaaS,Medium,Replace,3,,1,,,Secure privileged access management and credential storage for applications.,"Centralized cloud service for securely storing and accessing secrets, keys and certificates.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Application Identity Manager,CyberArk Application Identity Manager,Microsoft Entra ID Identity Protection,CyberArk Application Identity Manager-to-Microsoft Entra ID Identity Protection,1,PaaS,Medium,Replace,3,security_importance,1,300,301,Identity management with secure application access and SSO integration.,"Detect, investigate and remediate identity-based risks and suspicious sign‑in behavior.",https://drmigrate.blob.core.windows.net/drmimages/Microsoft_Entra_ID.png
CyberArk Application Identity Manager,CyberArk Application Identity Manager,Microsoft Entra ID Application Proxy,CyberArk Application Identity Manager-to-Microsoft Entra ID Application Proxy,0,PaaS,Medium,Replace,3,,1,,,Identity management with secure application access and SSO integration.,Secure remote access proxy enabling access to on‑premises apps through Microsoft Entra ID.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft_Entra_ID.png
CyberArk Central Policy Manager Scanner,CyberArk Central Policy Manager Scanner,Azure Policy,CyberArk Central Policy Manager Scanner-to-Azure Policy,1,PaaS,Medium,Replace,3,security_importance,0,300,301,"Vulnerability management, patching, and compliance reporting.","Service to create, assign and manage policies for enforcing resource governance and compliance.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Central Policy Manager Scanner,CyberArk Central Policy Manager Scanner,Azure Key Vault,CyberArk Central Policy Manager Scanner-to-Azure Key Vault,0,PaaS,Medium,Replace,3,,1,,,Securely store and manage credentials and perform policy enforcement with key management.,"Centralized cloud service for securely storing and accessing secrets, keys and certificates.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Central Policy Manager Scanner,CyberArk Central Policy Manager Scanner,Azure Security Center,CyberArk Central Policy Manager Scanner-to-Azure Security Center,0,PaaS,Medium,Replace,3,,1,,,Securely store and manage credentials and perform policy enforcement with key management.,"Legacy name for Microsoft Defender for Cloud, providing unified security posture management and threat protection.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Digital Vault,CyberArk Digital Vault,Azure Key Vault,CyberArk Digital Vault-to-Azure Key Vault,1,PaaS,Easy,Replace,2,security_importance,0,300,301,"Secure storage and management of secrets, credentials, and encryption keys.","Centralized cloud service for securely storing and accessing secrets, keys and certificates.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
CyberArk Endpoint Privilege Manager,CyberArk Endpoint Privilege Manager,Microsoft Entra ID Privileged Identity Management,CyberArk Endpoint Privilege Manager-to-Microsoft Entra ID Privileged Identity Management,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Secure management of endpoint privileges with automated control and monitoring.,Manage and control privileged roles in Microsoft Entra ID with just‑in‑time access.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft_Entra_ID.png
CyberArk Privileged Access Security Solution,CyberArk Privileged Access Security Solution,Microsoft Entra ID Privileged Identity Management,CyberArk Privileged Access Security Solution-to-Microsoft Entra ID Privileged Identity Management,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Comprehensive privileged access management solution with role-based access controls.,Manage and control privileged roles in Microsoft Entra ID with just‑in‑time access.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft_Entra_ID.png
Cyberduck,Cyberduck,Azure Storage,Cyberduck-to-Azure Storage,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Cloud-based disk and storage management for virtualized environments.,"Durable, highly available and scalable cloud storage for data of all shapes and sizes.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cybereason,Cybereason,Microsoft Defender for Cloud,Cybereason-to-Microsoft Defender for Cloud,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Managed firewall and threat detection for network security and traffic monitoring.,Unified posture management and workload protection platform across Azure and other clouds.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Cybereason,Cybereason,Azure Sentinel,Cybereason-to-Azure Sentinel,0,PaaS,Medium,Replace,3,,1,,,Threat detection and incident response with built-in endpoint protection.,Cloud‑native SIEM and SOAR platform (now called Microsoft Sentinel) for analytics and automated response.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cybereason,Cybereason,Azure Defender for Endpoint,Cybereason-to-Azure Defender for Endpoint,0,PaaS,Medium,Replace,3,,1,,,Threat detection and incident response with built-in endpoint protection.,Endpoint detection and response capabilities integrated with Microsoft Defender for Cloud to protect servers and devices.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cylance Protect,Cylance Protect,Azure Defender for Endpoint,Cylance Protect-to-Azure Defender for Endpoint,1,PaaS,Easy,Replace,2,security_importance,0,300,301,AI-driven endpoint protection and threat detection.,Endpoint detection and response capabilities integrated with Microsoft Defender for Cloud to protect servers and devices.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Cylance Protect,Cylance Protect,Microsoft Defender for Cloud,Cylance Protect-to-Microsoft Defender for Cloud,0,PaaS,Medium,Replace,3,,0,,,Managed firewall and threat detection for network security and traffic monitoring.,Unified posture management and workload protection platform across Azure and other clouds.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Dameware Remote Support,Dameware Remote Support,Azure Bastion,Dameware Remote Support-to-Azure Bastion,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Secure remote desktop access and management with built-in authentication and control.,Managed service providing secure RDP and SSH connectivity to your VMs without exposing them publicly.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dameware Remote Support,Dameware Remote Support,Azure Virtual Desktop,Dameware Remote Support-to-Azure Virtual Desktop,0,PaaS,Medium,Replace,3,,1,,,Cloud-based desktop and app virtualization service; integrates with Microsoft 365 and other Azure services.,Virtual desktop infrastructure service for delivering remote desktops and apps from Azure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Data ONTAP,Data ONTAP,Azure NetApp Files,Data ONTAP-to-Azure NetApp Files,1,PaaS,Medium,Replace,2,it_tool_interest,0,288,289,Enterprise-grade file storage with NetApp ONTAP in the Azure environment.,High-performance file storage service for enterprise Linux and Windows workloads using NetApp technology.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DataDirect Connect64 for ODBC,DataDirect Connect64 for ODBC,Azure Data Factory,DataDirect Connect64 for ODBC-to-Azure Data Factory,1,PaaS,Medium,Replatform/Refactor,3,database_interest,1,292,293,Cloud-native data integration and movement with support for ODBC connectors.,Cloud data integration service for orchestrating ETL and ELT workflows at scale.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DataDirect Connect64 for ODBC,DataDirect Connect64 for ODBC,ODBC Connector,DataDirect Connect64 for ODBC-to-ODBC Connector,0,PaaS,Medium,Replatform/Refactor,3,,1,,,Cloud-native data integration and movement with support for ODBC connectors.,Standardized driver enabling applications to access databases via Open Database Connectivity API.,
DataDirect SequeLink,DataDirect SequeLink,Azure SQL,DataDirect SequeLink-to-Azure SQL,0,PaaS,Hard,Replatform/Refactor,4,,1,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DataDirect SequeLink,DataDirect SequeLink,Azure Hybrid Connections,DataDirect SequeLink-to-Azure Hybrid Connections,0,PaaS,Hard,Replatform/Refactor,4,,1,,,"Managed SQL with secure, hybrid connections for remote access.",App Service feature enabling secure connectivity from Azure to on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Datadog,Datadog,Azure Monitor,Datadog-to-Azure Monitor,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Full-stack cloud monitoring and performance analytics for applications and infrastructure.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Datadog,Datadog,Azure Application Insights,Datadog-to-Azure Application Insights,0,PaaS,Medium,Replace,3,,1,,,Full-stack cloud monitoring and performance analytics for applications and infrastructure.,Monitoring and diagnostics service for applications that collects telemetry to detect and diagnose issues.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DataPA OpenAnalytics,DataPA OpenAnalytics,Power BI Service,DataPA OpenAnalytics-to-Power BI Service,1,PaaS,Easy,Replatform/Refactor,2,database_interest,0,292,293,Cloud-based analytics with real-time dashboards and advanced data visualization.,"Cloud-based business analytics service to build dashboards and reports, share insights and collaborate.",
DAX Studio,DAX Studio,Azure Analysis Services,DAX Studio-to-Azure Analysis Services,1,PaaS,Medium,Replatform/Refactor,3,database_interest,0,292,293,"Advanced querying and optimization for DAX expressions, fully integrated with Power BI and Azure.",Managed analytics engine for building and hosting semantic data models in the cloud.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DB Browser for SQLite,DB Browser for SQLite,Azure Database for PostgreSQL,SQLite-to-Azure Database for PostgreSQL,1,PaaS,Medium,Replatform/Refactor,2,database_interest,0,292,293,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
SQL Security,DbDefence,Microsoft Defender for SQL,DbDefence-to-Microsoft Defender for SQL,1,PaaS,Medium,Replace,3,security_importance,0,300,301,Discover and mitigate potential database vulnerabilities.,Threat protection for SQL databases on Azure and hybrid servers with vulnerability assessments.,https://drmigrate.blob.core.windows.net/drmimages/Microsoft-defender.png
Dell EMC,Dell EMC,Azure Monitor,Dell EMC-to-Azure Monitor,1,PaaS,Medium,Replace,3,,0,,,Unified monitoring and logging for infrastructure and applications.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell iDRAC,Dell iDRAC,Azure Arc,Dell iDRAC-to-Azure Arc,1,PaaS,Medium,Replace,3,,1,,,Unified remote server management and monitoring for hybrid and cloud environments.,"Extend Azure management and services to on‑premises, multicloud and edge environments for unified hybrid management.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell iDRAC,Dell iDRAC,Azure Monitor,Dell iDRAC-to-Azure Monitor,0,PaaS,Medium,Replace,3,,1,,,Unified remote server management and monitoring for hybrid and cloud environments.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell OpenManage,Dell OpenManage,Azure Arc,Dell OpenManage-to-Azure Arc,1,PaaS,Medium,Replace,3,,1,,,Unified hardware management and monitoring across on-prem and cloud environments.,"Extend Azure management and services to on‑premises, multicloud and edge environments for unified hybrid management.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell OpenManage,Dell OpenManage,Azure Monitor,Dell OpenManage-to-Azure Monitor,0,PaaS,Medium,Replace,3,,1,,,Unified hardware management and monitoring across on-prem and cloud environments.,Comprehensive monitoring platform for collecting and analyzing telemetry from cloud and on‑premises resources.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell PowerVault,Dell PowerVault,Azure Storage,Dell PowerVault-to-Azure Storage,1,PaaS,Medium,Replace,2,,1,,,Scalable and secure cloud-based storage solution with block storage.,"Durable, highly available and scalable cloud storage for data of all shapes and sizes.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell Storage Manager,Dell Storage Manager,Azure Storage Explorer,Dell Storage Manager-to-Azure Storage Explorer,1,PaaS,Easy,Replace,2,,0,,,"Manage and monitor Azure storage resources, including blobs, files, and queues.",Client application for managing Azure storage resources across services and accounts.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell Storage Manager,Dell Storage Manager,Azure Storage,Dell Storage Manager-to-Azure Storage,0,PaaS,Medium,Replace,3,,0,,,Cloud-based disk and storage management for virtualized environments.,"Durable, highly available and scalable cloud storage for data of all shapes and sizes.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Dell Unisphere,Dell Unisphere,Azure Storage Explorer,Dell Unisphere-to-Azure Storage Explorer,1,PaaS,Medium,Replace,3,,0,,,Cloud-based disk and storage management for virtualized environments.,Client application for managing Azure storage resources across services and accounts.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DemoForge,DemoForge,Azure Virtual Desktop,DemoForge-to-Azure Virtual Desktop,1,PaaS,Medium,Replace,3,,1,,,Cloud-based desktop and app virtualization service; integrates with Microsoft 365 and other Azure services.,Virtual desktop infrastructure service for delivering remote desktops and apps from Azure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DemoForge,DemoForge,Azure Bastion,DemoForge-to-Azure Bastion,0,PaaS,Medium,Replace,3,,1,,,Cloud-based remote desktop management with secure access and collaboration features.,Managed service providing secure RDP and SSH connectivity to your VMs without exposing them publicly.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Denodo Platform,Denodo Platform,Azure Data Factory,Denodo Platform-to-Azure Data Factory,1,PaaS,Medium,Replatform/Refactor,3,web_approach,1,304,305,Data orchestration and ETL with structured data support.,Cloud data integration service for orchestrating ETL and ELT workflows at scale.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Denodo Platform,Denodo Platform,Azure SQL,Denodo Platform-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,1,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Denodo Platform,Denodo Platform,Azure Synapse Analytics,Denodo Platform-to-Azure Synapse Analytics,0,PaaS,Hard,Replatform/Refactor,4,,0,,,Advanced data analytics with integrated data lakes and data warehousing.,Unified analytics service that brings together big data and data warehousing.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DMZ Gateway,DMZ Gateway,Azure Application Gateway,DMZ Gateway-to-Azure Application Gateway,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Managed load balancing and reverse proxy with SSL termination.,"Web application firewall and load balancer providing layer‑7 traffic routing, SSL termination and security features.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DNS,DNS,Azure DNS,DNS-to-Azure DNS,1,PaaS,Medium,Replace,1,it_tool_interest,0,288,289,Scalable and reliable domain name system hosting.,Host DNS zones and manage DNS records for your domains in Azure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DocAve,DocAve,Azure Backup,DocAve-to-Azure Backup,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Cloud-based backup and disaster recovery with centralized management.,"Backup‑as‑a‑service offering for protecting data in Azure VMs, on‑premises servers and Azure file shares.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
DocAve,DocAve,SharePoint Online,DocAve-to-SharePoint Online,0,PaaS,Easy,Replace,2,,0,,,Cloud-native document management and collaboration platform with built-in backup and compliance.,"Cloud service for creating sites, managing content and collaborating with lists, libraries and workflows.",
Docker,Docker,Azure Container Registry,Docker-to-Azure Container Registry,1,PaaS,Medium,Replatform/Refactor,3,web_approach,0,304,,"Enables fast, scalable retrieval of container workloads.",Private registry for storing and managing Docker container images.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Docker,Docker,Azure Kubernetes Service,Docker-to-Azure Kubernetes Service,0,PaaS,Easy,Replatform/Refactor,2,web_approach,0,,305,Full orchestration of containers; integrates with Azure DevOps and security features.,"Managed Kubernetes service for deploying, scaling and managing containerized applications.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Docker,Docker,Azure Container Instances,Docker-to-Azure Container Instances,0,PaaS,Easy,Replatform/Refactor,1,,0,,,Serverless container deployment with minimal configuration and overhead.,Run containers in the cloud without managing servers or clusters.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Documentum DFC,Documentum DFC,Azure Files,Documentum DFC-to-Azure Files,0,PaaS,Hard,Replatform/Refactor,4,,1,,,"Document storage, access control, and management.","Cloud file shares accessible via SMB or NFS, part of Azure Storage.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
Documentum DFC,Documentum DFC,SharePoint Online,Documentum DFC-to-SharePoint Online,0,PaaS,Hard,Replatform/Refactor,4,,1,,,"Document storage, access control, and management.","Cloud service for creating sites, managing content and collaborating with lists, libraries and workflows.",
Dropbox,Dropbox,Microsoft OneDrive,Dropbox-to-Microsoft OneDrive,1,PaaS,Medium,Replace,3,modern_workplace_interest,0,296,297,"OneDrive is designed to provide users immediate access to their data no matter where they are, on any device.","Cloud storage service for storing, syncing and sharing personal and work files across devices.",
Duo Authentication for Windows Logon,Duo Authentication for Windows Logon,Microsoft Entra ID,Duo Authentication for Windows Logon-to-Microsoft Entra ID,1,PaaS,Easy,Replace,2,security_importance,1,300,301,Cloud-native multi-factor authentication for secure Windows logon.,"Cloud identity and access management service for users, apps and devices (formerly Azure AD).",https://drmigrate.blob.core.windows.net/drmimages/Microsoft_Entra_ID.png
Duo Authentication for Windows Logon,Duo Authentication for Windows Logon,Microsoft Authenticator,Duo Authentication for Windows Logon-to-Microsoft Authenticator,0,PaaS,Easy,Replace,2,,1,,,Cloud-native multi-factor authentication for secure Windows logon.,Mobile app providing multi-factor authentication and secure sign‑in using push notifications and one‑time codes.,
DYMO,DYMO,Azure IoT Hub,DYMO-to-Azure IoT Hub,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Cloud-managed label printing with IoT integration for remote management.,Managed service for bi‑directional communication between IoT devices and the cloud.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
